SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,SurveyDate,Quadrat_Number,CountA,CountB,CountC,CountD
32,AN,Anacapa Island,EFC,East Fish Camp,3004,Gelidium,agar weed,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3005,Gigartina,sea tongue,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,5001,Porifera,sponges,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6003,Corynactis californicus,club-tipped anemone,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6004,Balanophyllia elegans,orange cup coral,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7001,Diopatra ornata,ornate tube worm,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10001,Bryozoa,bryozoans (miscellaneous),2022,5/20/2022,15,0,0,1,0
32,AN,Anacapa Island,EFC,East Fish Camp,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11010,Ophiothrix spiculata,spiny brittle star,2022,5/20/2022,15,6,2,0,2
32,AN,Anacapa Island,EFC,East Fish Camp,12001,Tunicata,tunicates,2022,5/20/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/20/2022,15,0,1,0,1
32,AN,Anacapa Island,EFC,East Fish Camp,15001,Bare Substrate,Bare Substrate,2022,5/20/2022,15,3,2,3,3
32,AN,Anacapa Island,EFC,East Fish Camp,15002,Rock,Rock,2022,5/20/2022,15,8,10,10,10
32,AN,Anacapa Island,EFC,East Fish Camp,15003,Cobble,Cobble,2022,5/20/2022,15,2,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,15004,Sand,Sand,2022,5/20/2022,15,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,1001,Chlorophyta,green algae,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2001,Phaeophyta,brown algae (miscellaneous),2022,5/31/2022,1,0,2,1,0
34,AN,Anacapa Island,LH,Lighthouse,2003,Desmarestia,acid weed,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2007,Cystoseira,bladder chain kelp,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/31/2022,1,0,0,3,3
34,AN,Anacapa Island,LH,Lighthouse,2012,Eisenia arborea,"Southern sea palm, all",2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2013,Pterygophora californica,"California sea palm, all",2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2014,Laminaria farlowii,"oar weed, all",2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/31/2022,1,0,0,0,2
34,AN,Anacapa Island,LH,Lighthouse,3001,Rhodophyta,red algae (miscellaneous),2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3002,Corallinales,articulated coralline algae,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3003,Corallinales,encrusting coralline algae,2022,5/31/2022,1,0,1,1,1
34,AN,Anacapa Island,LH,Lighthouse,3004,Gelidium,agar weed,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3005,Gigartina,sea tongue,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,5001,Porifera,sponges,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6003,Corynactis californicus,club-tipped anemone,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6004,Balanophyllia elegans,orange cup coral,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,7001,Diopatra ornata,ornate tube worm,2022,5/31/2022,1,3,3,0,0
34,AN,Anacapa Island,LH,Lighthouse,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/31/2022,1,0,1,2,4
34,AN,Anacapa Island,LH,Lighthouse,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,10001,Bryozoa,bryozoans (miscellaneous),2022,5/31/2022,1,0,0,1,2
34,AN,Anacapa Island,LH,Lighthouse,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11010,Ophiothrix spiculata,spiny brittle star,2022,5/31/2022,1,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,12001,Tunicata,tunicates,2022,5/31/2022,1,4,1,4,0
34,AN,Anacapa Island,LH,Lighthouse,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/31/2022,1,3,4,6,4
34,AN,Anacapa Island,LH,Lighthouse,15001,Bare Substrate,Bare Substrate,2022,5/31/2022,1,2,4,0,0
34,AN,Anacapa Island,LH,Lighthouse,15002,Rock,Rock,2022,5/31/2022,1,5,3,10,9
34,AN,Anacapa Island,LH,Lighthouse,15003,Cobble,Cobble,2022,5/31/2022,1,1,1,0,1
34,AN,Anacapa Island,LH,Lighthouse,15004,Sand,Sand,2022,5/31/2022,1,4,6,0,0
34,AN,Anacapa Island,LH,Lighthouse,1001,Chlorophyta,green algae,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2001,Phaeophyta,brown algae (miscellaneous),2022,5/31/2022,2,0,1,1,2
34,AN,Anacapa Island,LH,Lighthouse,2003,Desmarestia,acid weed,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2007,Cystoseira,bladder chain kelp,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/31/2022,2,0,1,1,1
34,AN,Anacapa Island,LH,Lighthouse,2012,Eisenia arborea,"Southern sea palm, all",2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2013,Pterygophora californica,"California sea palm, all",2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2014,Laminaria farlowii,"oar weed, all",2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3001,Rhodophyta,red algae (miscellaneous),2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3002,Corallinales,articulated coralline algae,2022,5/31/2022,2,1,1,0,0
34,AN,Anacapa Island,LH,Lighthouse,3003,Corallinales,encrusting coralline algae,2022,5/31/2022,2,4,2,0,2
34,AN,Anacapa Island,LH,Lighthouse,3004,Gelidium,agar weed,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3005,Gigartina,sea tongue,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,5001,Porifera,sponges,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6003,Corynactis californicus,club-tipped anemone,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6004,Balanophyllia elegans,orange cup coral,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,7001,Diopatra ornata,ornate tube worm,2022,5/31/2022,2,2,3,2,1
34,AN,Anacapa Island,LH,Lighthouse,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/31/2022,2,0,1,1,0
34,AN,Anacapa Island,LH,Lighthouse,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,10001,Bryozoa,bryozoans (miscellaneous),2022,5/31/2022,2,2,1,2,2
34,AN,Anacapa Island,LH,Lighthouse,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11010,Ophiothrix spiculata,spiny brittle star,2022,5/31/2022,2,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,12001,Tunicata,tunicates,2022,5/31/2022,2,0,1,1,2
34,AN,Anacapa Island,LH,Lighthouse,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/31/2022,2,2,1,2,3
34,AN,Anacapa Island,LH,Lighthouse,15001,Bare Substrate,Bare Substrate,2022,5/31/2022,2,1,1,1,2
34,AN,Anacapa Island,LH,Lighthouse,15002,Rock,Rock,2022,5/31/2022,2,8,6,6,7
34,AN,Anacapa Island,LH,Lighthouse,15003,Cobble,Cobble,2022,5/31/2022,2,0,1,0,0
34,AN,Anacapa Island,LH,Lighthouse,15004,Sand,Sand,2022,5/31/2022,2,2,3,4,3
34,AN,Anacapa Island,LH,Lighthouse,1001,Chlorophyta,green algae,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2001,Phaeophyta,brown algae (miscellaneous),2022,5/31/2022,3,1,0,1,0
34,AN,Anacapa Island,LH,Lighthouse,2003,Desmarestia,acid weed,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2007,Cystoseira,bladder chain kelp,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/31/2022,3,1,1,2,5
34,AN,Anacapa Island,LH,Lighthouse,2012,Eisenia arborea,"Southern sea palm, all",2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2013,Pterygophora californica,"California sea palm, all",2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2014,Laminaria farlowii,"oar weed, all",2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/31/2022,3,0,0,2,0
34,AN,Anacapa Island,LH,Lighthouse,3001,Rhodophyta,red algae (miscellaneous),2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3002,Corallinales,articulated coralline algae,2022,5/31/2022,3,0,0,0,1
34,AN,Anacapa Island,LH,Lighthouse,3003,Corallinales,encrusting coralline algae,2022,5/31/2022,3,1,4,1,0
34,AN,Anacapa Island,LH,Lighthouse,3004,Gelidium,agar weed,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3005,Gigartina,sea tongue,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,5001,Porifera,sponges,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6003,Corynactis californicus,club-tipped anemone,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6004,Balanophyllia elegans,orange cup coral,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,7001,Diopatra ornata,ornate tube worm,2022,5/31/2022,3,4,1,1,1
34,AN,Anacapa Island,LH,Lighthouse,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/31/2022,3,0,0,2,1
34,AN,Anacapa Island,LH,Lighthouse,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,10001,Bryozoa,bryozoans (miscellaneous),2022,5/31/2022,3,0,1,3,2
34,AN,Anacapa Island,LH,Lighthouse,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11010,Ophiothrix spiculata,spiny brittle star,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,12001,Tunicata,tunicates,2022,5/31/2022,3,0,1,0,2
34,AN,Anacapa Island,LH,Lighthouse,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/31/2022,3,1,2,5,6
34,AN,Anacapa Island,LH,Lighthouse,15001,Bare Substrate,Bare Substrate,2022,5/31/2022,3,7,3,0,0
34,AN,Anacapa Island,LH,Lighthouse,15002,Rock,Rock,2022,5/31/2022,3,1,8,9,9
34,AN,Anacapa Island,LH,Lighthouse,15003,Cobble,Cobble,2022,5/31/2022,3,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,15004,Sand,Sand,2022,5/31/2022,3,9,2,1,1
34,AN,Anacapa Island,LH,Lighthouse,1001,Chlorophyta,green algae,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2001,Phaeophyta,brown algae (miscellaneous),2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2003,Desmarestia,acid weed,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2007,Cystoseira,bladder chain kelp,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/31/2022,4,0,0,0,2
34,AN,Anacapa Island,LH,Lighthouse,2012,Eisenia arborea,"Southern sea palm, all",2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2013,Pterygophora californica,"California sea palm, all",2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2014,Laminaria farlowii,"oar weed, all",2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/31/2022,4,1,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3001,Rhodophyta,red algae (miscellaneous),2022,5/31/2022,4,3,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3002,Corallinales,articulated coralline algae,2022,5/31/2022,4,0,0,1,1
34,AN,Anacapa Island,LH,Lighthouse,3003,Corallinales,encrusting coralline algae,2022,5/31/2022,4,5,6,5,4
34,AN,Anacapa Island,LH,Lighthouse,3004,Gelidium,agar weed,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3005,Gigartina,sea tongue,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,5001,Porifera,sponges,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6003,Corynactis californicus,club-tipped anemone,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6004,Balanophyllia elegans,orange cup coral,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,7001,Diopatra ornata,ornate tube worm,2022,5/31/2022,4,0,0,2,2
34,AN,Anacapa Island,LH,Lighthouse,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/31/2022,4,1,0,0,3
34,AN,Anacapa Island,LH,Lighthouse,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,10001,Bryozoa,bryozoans (miscellaneous),2022,5/31/2022,4,0,1,2,0
34,AN,Anacapa Island,LH,Lighthouse,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11010,Ophiothrix spiculata,spiny brittle star,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,12001,Tunicata,tunicates,2022,5/31/2022,4,3,1,1,0
34,AN,Anacapa Island,LH,Lighthouse,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/31/2022,4,2,3,2,1
34,AN,Anacapa Island,LH,Lighthouse,15001,Bare Substrate,Bare Substrate,2022,5/31/2022,4,1,0,0,1
34,AN,Anacapa Island,LH,Lighthouse,15002,Rock,Rock,2022,5/31/2022,4,10,9,9,7
34,AN,Anacapa Island,LH,Lighthouse,15003,Cobble,Cobble,2022,5/31/2022,4,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,15004,Sand,Sand,2022,5/31/2022,4,0,1,1,3
34,AN,Anacapa Island,LH,Lighthouse,1001,Chlorophyta,green algae,2022,5/31/2022,5,0,0,0,1
34,AN,Anacapa Island,LH,Lighthouse,2001,Phaeophyta,brown algae (miscellaneous),2022,5/31/2022,5,2,0,4,1
34,AN,Anacapa Island,LH,Lighthouse,2003,Desmarestia,acid weed,2022,5/31/2022,5,0,1,0,0
34,AN,Anacapa Island,LH,Lighthouse,2007,Cystoseira,bladder chain kelp,2022,5/31/2022,5,0,0,0,3
34,AN,Anacapa Island,LH,Lighthouse,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/31/2022,5,3,1,0,2
34,AN,Anacapa Island,LH,Lighthouse,2012,Eisenia arborea,"Southern sea palm, all",2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2013,Pterygophora californica,"California sea palm, all",2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2014,Laminaria farlowii,"oar weed, all",2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/31/2022,5,0,0,0,1
34,AN,Anacapa Island,LH,Lighthouse,3001,Rhodophyta,red algae (miscellaneous),2022,5/31/2022,5,0,1,0,0
34,AN,Anacapa Island,LH,Lighthouse,3002,Corallinales,articulated coralline algae,2022,5/31/2022,5,0,2,2,1
34,AN,Anacapa Island,LH,Lighthouse,3003,Corallinales,encrusting coralline algae,2022,5/31/2022,5,5,2,3,4
34,AN,Anacapa Island,LH,Lighthouse,3004,Gelidium,agar weed,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3005,Gigartina,sea tongue,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,5001,Porifera,sponges,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6003,Corynactis californicus,club-tipped anemone,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6004,Balanophyllia elegans,orange cup coral,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,7001,Diopatra ornata,ornate tube worm,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/31/2022,5,0,1,1,0
34,AN,Anacapa Island,LH,Lighthouse,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,10001,Bryozoa,bryozoans (miscellaneous),2022,5/31/2022,5,0,1,3,0
34,AN,Anacapa Island,LH,Lighthouse,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11010,Ophiothrix spiculata,spiny brittle star,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,12001,Tunicata,tunicates,2022,5/31/2022,5,3,3,2,1
34,AN,Anacapa Island,LH,Lighthouse,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/31/2022,5,6,7,2,5
34,AN,Anacapa Island,LH,Lighthouse,15001,Bare Substrate,Bare Substrate,2022,5/31/2022,5,0,1,0,1
34,AN,Anacapa Island,LH,Lighthouse,15002,Rock,Rock,2022,5/31/2022,5,10,9,10,9
34,AN,Anacapa Island,LH,Lighthouse,15003,Cobble,Cobble,2022,5/31/2022,5,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,15004,Sand,Sand,2022,5/31/2022,5,0,1,0,1
34,AN,Anacapa Island,LH,Lighthouse,1001,Chlorophyta,green algae,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2001,Phaeophyta,brown algae (miscellaneous),2022,5/31/2022,6,2,2,1,0
34,AN,Anacapa Island,LH,Lighthouse,2003,Desmarestia,acid weed,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2007,Cystoseira,bladder chain kelp,2022,5/31/2022,6,0,1,0,0
34,AN,Anacapa Island,LH,Lighthouse,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/31/2022,6,0,2,0,1
34,AN,Anacapa Island,LH,Lighthouse,2012,Eisenia arborea,"Southern sea palm, all",2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2013,Pterygophora californica,"California sea palm, all",2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2014,Laminaria farlowii,"oar weed, all",2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/31/2022,6,0,1,3,0
34,AN,Anacapa Island,LH,Lighthouse,3001,Rhodophyta,red algae (miscellaneous),2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3002,Corallinales,articulated coralline algae,2022,5/31/2022,6,3,1,0,0
34,AN,Anacapa Island,LH,Lighthouse,3003,Corallinales,encrusting coralline algae,2022,5/31/2022,6,4,3,3,5
34,AN,Anacapa Island,LH,Lighthouse,3004,Gelidium,agar weed,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,3005,Gigartina,sea tongue,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,5001,Porifera,sponges,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6003,Corynactis californicus,club-tipped anemone,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6004,Balanophyllia elegans,orange cup coral,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,7001,Diopatra ornata,ornate tube worm,2022,5/31/2022,6,2,2,4,1
34,AN,Anacapa Island,LH,Lighthouse,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/31/2022,6,0,1,0,0
34,AN,Anacapa Island,LH,Lighthouse,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,10001,Bryozoa,bryozoans (miscellaneous),2022,5/31/2022,6,2,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,11010,Ophiothrix spiculata,spiny brittle star,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,12001,Tunicata,tunicates,2022,5/31/2022,6,1,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/31/2022,6,2,4,2,3
34,AN,Anacapa Island,LH,Lighthouse,15001,Bare Substrate,Bare Substrate,2022,5/31/2022,6,0,0,1,1
34,AN,Anacapa Island,LH,Lighthouse,15002,Rock,Rock,2022,5/31/2022,6,9,8,5,8
34,AN,Anacapa Island,LH,Lighthouse,15003,Cobble,Cobble,2022,5/31/2022,6,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,15004,Sand,Sand,2022,5/31/2022,6,1,2,5,2
34,AN,Anacapa Island,LH,Lighthouse,1001,Chlorophyta,green algae,2022,5/31/2022,7,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2001,Phaeophyta,brown algae (miscellaneous),2022,5/31/2022,7,0,3,0,1
34,AN,Anacapa Island,LH,Lighthouse,2003,Desmarestia,acid weed,2022,5/31/2022,7,0,0,0,0
34,AN,Anacapa Island,LH,Lighthouse,2007,Cystoseira,bladder chain kelp,2022,5/31/2022,7,1,0,0,0
